event_id,a10s0,a10s1,a10s2,a10s3,a10s4,a10s5,a10s6
91,-0.5375785708530396,-0.9922792325207452,0.5010453394931198,0.046432202008585166,-0.4731779986968924,-0.8150546033727333,0.9999962292358816
92,0.827006391738168,-0.4354559325534007,0.8854699162811643,0.3081951266989416,-0.8463918341995736,0.9853133371835612,0.7472580913786597
93,0.8838978723076544,-0.1372061287904382,0.8412443478285367,0.3344733288278702,-0.9237347554040148,0.9609563564032942,-0.20967363451444668
94,0.959358682729536,0.2501826670926767,-0.7204315002260722,0.6731337798218204,-0.8094296859819237,0.9639273256252928,-0.7437527349811266
95,0.9996739824257428,0.7719989982408504,0.9996250118215124,0.3916945115542607,0.9419424854540326,0.5962391614132663,0.9826468864134242
96,0.08981395266128292,-0.7096995441910958,-0.8092763636359257,0.8826398029994824,0.9620838263930168,0.2956748915739362,0.6200575349157222
97,0.6907062636959092,-0.22566859173416595,0.6621664861093064,0.988422378486106,0.9363337883016776,0.6669715802395288,0.30146268936078097
98,0.9996418586503596,0.9618815766477506,0.5593793768954398,-0.9995819332834004,-0.4392033200036766,-0.8725884093871208,-0.99905338816799
99,-0.9954788743432184,-0.737790746465583,-0.9753860282060268,0.1895450424587971,-0.8533282588961675,0.9987716931764292,-0.8372064511870321
100,0.5626110843993631,0.5791191761319084,0.3881045585514279,0.7987825777174813,0.9984535506945584,0.5282199422662135,0.025335887560160985
101,0.9770290599168698,0.9904864616420316,0.4150805973575913,0.4075198390693309,-0.19215528159822454,-0.9405678317338164,0.21039835711705432
102,-0.2773543804708888,-0.9505549042839032,-0.4992971985782868,-0.9954185311409658,0.5593041825541426,0.9889699626734824,0.5453846506856458
103,-0.2153006958739268,0.24106767508601784,-0.8287293223182952,0.35937338273282754,0.9981849125750366,-0.2668718183542741,0.43096774587659065
104,-0.9999828060101704,0.5941814655993336,0.9997926002702398,-0.0985910287124389,-0.6794205191164631,-0.9971897458294728,-0.9201194341119946
105,0.7853345842731468,-0.9857143303541592,0.8407339228555821,-0.10312194789514097,0.04665107484285996,0.983036276889942,-0.9997052219082204
106,-0.7970673990150108,0.9493755471868704,-0.2162565910718087,0.9997077218537529,-0.0410291269264209,0.03127618468109292,-0.31726845246129204
107,-0.7094600176250616,-0.6207752535081249,-0.60629663033882,-0.40136194912710293,-0.12880955762252594,0.9452475148753784,-0.969134249083938
108,0.09479815916873388,0.9593934564722908,-0.9881420769389044,0.9405271565294366,0.4640736335570181,-0.5606010162427445,-0.3567581971421829
109,0.8867875342693362,0.161229201260245,0.4887285649564854,-0.5663979691818889,-0.3639572485770464,-0.6899847043716413,-0.8975435632072093
110,0.3611802070986375,0.08683836753454277,0.9989330770121736,0.10188332246007804,-0.3932731766716687,0.9632675827159546,-0.9897515724074808
111,0.986482362515092,-0.7130555953577791,0.7682401827547891,-0.9903269587831944,0.899419741528275,-0.4232568755004712,-0.5984894818746003
112,-0.9717384584324824,0.09417700892171177,0.9468513935801008,-0.6859221004442261,-0.2893190562582636,0.9371144213795578,0.3221588082350317
113,0.1998780687934469,0.5565549902194752,0.566760980429412,0.6275751706210579,0.6006079662978916,0.9227427052812276,0.9994567038895198
114,-0.24826493136859426,0.5488397595808062,-0.6570081160088801,0.29228433812553906,0.984450701225572,-0.6858091469660155,0.9803143649625088
115,-0.9841274406820084,0.9887782216765156,-0.7315133791969304,0.3900924142238639,-0.5466365361697436,-0.6419337200776395,0.9802765769996736
116,-0.2779307061203413,0.5237138309892141,-0.7157857921086799,0.9947997973986504,-0.9990006418376676,-0.9865951380959176,-0.8687526427761095
117,0.9977060270512049,0.5090547090684924,-0.6541523293466887,-0.8697232015522904,0.9901309117389252,-0.5819200904126234,0.6249506600289549
118,0.970136041298426,0.4050450128767107,0.17951057944843885,0.15708516422721905,-0.9516385975151646,0.736044052377343,-0.6231872382830835
119,-0.7871279382762305,0.7198015430107559,0.7451161714837122,0.5677775844968294,0.7251827350659291,0.01842728860657736,-0.36311063842036384
120,-0.97568892444911,0.02794851318471653,-0.6125089749003345,-0.5982757133837358,-0.6379872473524066,-0.9992646532308492,-0.4270808298737584
121,0.4555769657384602,0.20756444474108607,0.023834320503908917,-0.8185676810216926,0.8499028873503964,-0.5591973303830339,-0.7501929208536571
122,0.970335709552842,0.986367590930358,0.5969985719464657,0.6303837112397958,0.8436727707743943,0.9106213702614993,-0.1376561355556586
123,0.976928266773102,-0.6592528919498256,-0.2274628596696885,0.08742857259184872,0.7638386918390949,0.3874413172089129,0.5918437957884639
124,-0.08226028180532721,-0.9133120671411944,-0.8863788976843919,-0.3920325132925705,0.1665810261122805,-0.9325446549620524,-0.7369574687742249
125,-0.9986994614903948,-0.6971720716686156,-0.2280052127154008,0.9248996792545908,0.9796244928303024,0.9550377452715034,0.7237261191646993
126,0.7621483893281077,-0.03131620995637999,0.7241851993307031,0.8583686281601566,0.31193668697857285,0.9729445092355579,0.9372404574138962
127,0.979186472936266,0.033002789592572294,-0.4746023458444536,0.9970142426763609,0.486305396440095,-0.8882315620690291,0.8779750570947301
128,0.8190233466034229,0.9801629320770636,-0.7617031986971259,-0.08411958133373955,0.11081421937149734,-0.5523226255583792,-0.831021576423465
129,0.857841965521874,-0.2394836807394411,-0.9966976438312364,-0.9618023711663192,0.8268927180725485,-0.22919304416197864,0.7486644287696985
130,-0.21444773543173887,-0.5563230846088444,0.7211931773277742,0.4371604591998825,0.6755021521256962,-0.24201883157485185,0.10651428835947556
131,-0.929729792533167,0.8475560181384418,-0.9612561089569059,-0.7708791011996241,0.9982565439147384,-0.3813099744766385,-0.020684665563210428
132,0.12387981998675344,-0.4736021252636843,0.9839306009135298,0.9258341769082216,0.6319175777135757,-0.7401023721205573,0.5500722632595954
133,-0.9779272402577679,-0.921272394179739,0.21410942166278102,0.1483934143651759,0.7953541379338247,-0.5356648385962179,-0.24900145720376865
134,-0.4505188056120437,0.35114363798999826,0.7685165218455227,0.29618669768868405,-0.43170275953742576,0.1672124457639582,0.0929436807102068
135,0.9135226500673396,-0.1424574564596087,0.22912641706003206,-0.07543577721377724,0.665357007221821,0.8869236864794627,0.9547694453232312
136,0.8861696846779517,0.7679365265440163,-0.6297918908093434,-0.9642841836137304,-0.9268342049076622,0.8348758345594695,0.02625582382764944
137,-0.06885477616934503,-0.011524233466343691,-0.9973147828025176,0.9999798421713716,-0.581565972334492,0.8140265682707166,0.6235337734091538
138,-0.7806856991499305,0.3574417911779339,-0.3960019724211869,-0.4573222100971299,0.5683209955570208,-0.9024842158741956,0.9819386009275024
139,-0.9460995677499168,-0.419942744114186,-0.9558856870166256,0.9993506423767994,0.03413882793370738,-0.18895222816917293,0.6305118110799962
140,0.9829367875902979,0.9997844212932606,0.2284752456544045,-0.9630539663628546,-0.935648171465016,0.7692088087014595,0.7064721066765326
141,-0.8813102950918338,-0.7097707353234898,0.4130323401914279,0.5332903726709616,0.16874406291182392,-0.9315911414806982,0.9797520566625711
142,0.995080106586608,-0.9552158521241456,0.23964868409021745,-0.4131990453083321,-0.9494429106734984,0.8240127840013478,0.9905414012394772
143,-0.9818557287724652,-0.8723207665632733,0.9865745576213736,-0.8805666018193373,0.4483882660952827,0.008138368939604795,0.6152198901089999
144,-0.4301231648125841,0.6930340545321514,-0.7380389745329455,0.9799933362938122,0.9330954969493372,0.5756400587862084,0.4117797682594474
145,0.9516174179270674,-0.8642213460596185,0.3166287539724323,-0.303784211462024,-0.0848566883030176,-0.908574175671348,0.9880482655763247
146,-0.9999899999701309,-0.9967634229959508,-0.987045773092224,0.23345334281590874,-0.8904056588655895,0.4889553672315372,-0.9499375689904752
147,0.2936516610885971,0.5498664905239046,-0.20504161931977907,0.7912380496474709,0.7160792691500744,0.18816751087252792,-0.331667921421308
148,0.5990488711447048,-0.5828701439061411,0.5422703714776737,0.4622700310413195,0.7259933228273175,-0.3940025169555805,-0.3454971533059413
149,0.9938893184122312,-0.8112302022526287,0.0556563431319648,-0.8849165546968325,-0.19748161100819495,0.9985126792263976,-0.5448755814807075
150,-0.8080796694029949,-0.7513879952836441,-0.7872889569604781,-0.9843944450921338,-0.9289220641541308,-0.9846745937466896,-0.4506498348350162
151,0.9995171218689136,0.43655557637472026,0.9327612588432808,-0.9954144916903818,-0.5707629595411348,-0.6574849798003548,-0.4367529599402504
152,0.01711027977524647,-0.9731460177300376,0.4089325985352515,-0.2632938584028027,0.999475416781256,-0.9909729269250374,0.99769250586321
153,0.9194625700652646,0.06903854880691275,-0.11708293342782848,0.3786781057849343,-0.3810236394171401,0.9171789719666272,-0.009551364369525715
154,-0.1556038670437389,-0.20714726848233456,-0.9189049320184404,0.17683173455498005,-0.9998863574645079,-0.8869947110217082,-0.9954540489491398
155,0.08922975945477532,0.7288277305338289,-0.9994285564694804,0.8591441436035674,0.3725506890478717,-0.5472109598219757,0.18617020620667105
156,0.8994620771035023,0.477575668029688,0.7795229486859001,0.5118736586769538,0.4559766951841285,0.7624690764408262,0.9334457807742932
157,-0.3879839021343318,0.6634558557554149,0.9972386843668872,0.6155237120282074,0.3143003398152417,-0.9853778510696091,-0.7799352386969352
158,0.9828145670246182,0.3727167760746368,-0.9890181668599892,0.8285238299136002,0.10716151032846227,-0.5281965039612113,-0.9857951883366388
159,0.9995759912241484,-0.8307124120262506,0.2431709845529477,0.5255496218614014,0.7530508568222154,0.8733253588459001,-0.8751348765138404
160,-0.8757912319823975,0.9050829612330008,-0.2503382821276388,0.7491869627048904,-0.9802978107382688,0.6917162646457338,-0.9835469453411252
161,0.564233103318119,-0.40075044572229895,0.8636680900569773,0.7619403246236147,0.032422180418595015,-0.6657459397512742,0.9644713610141056
162,0.4590878560484639,-0.9278552783698502,-0.34944212823702103,-0.1920381043591575,-0.05513178768891856,-0.8639515522197975,0.07935378356654893
163,0.3662694985597769,-0.4226998151302825,0.6177523098681608,0.9995983203116432,0.9615934341405198,0.6987063306427812,0.287247492669497
164,0.9459803835390443,-0.9454249723915928,0.93720705503272,0.3418173043694727,0.2959138010342622,-0.9873363797170034,-0.976874075014462
165,-0.3383005315804624,0.33216303363311184,-0.07794016117135971,-0.6729989951382054,0.9244465897214884,-0.8694211972251802,-0.02129943504223617
166,0.8987193180416977,-0.8192663018108997,0.7675676863875146,0.4945185498184424,-0.6400912439684457,-0.9990635715954628,0.5201609226280944
167,0.16822905781951547,0.2039152974013273,-0.10205281777471154,0.8111498424799811,-0.909894613407472,0.24871389805695915,-0.05248061497932698
168,0.5485085376708673,-0.5189735967846479,-0.13468701560738264,0.7894074580755223,-0.4622260543202495,0.9773539367617662,0.28219504038789994
169,-0.11816189590715315,-0.9933085029642096,0.8358835058442973,0.1583710299168557,0.9920523581920658,-0.58376951642118,-0.33721031140339797
170,-0.9978074400471092,-0.9817588968015216,0.08882261692055245,0.7397359489402402,0.8597782225490054,-0.9718715443542536,0.8358253121818707
171,0.9112515832436088,-0.8418894030015422,-0.2192663178118218,-0.2273819577956178,0.998805832556702,-0.8524129014361895,-0.7861083524367851
172,-0.915916670088358,0.938422473474286,-0.9941865238638092,-0.9473476678381586,-0.9433194227650076,-0.3225850280845423,0.976902888449692
173,-0.6602964492895573,0.12369511016679573,0.15991473514887355,0.10723318408122033,0.7251923672811018,-0.6355247099625868,0.9876322694941284
174,0.10380034873957307,-0.2779959177393034,0.02582636091095432,0.9992262527727642,-0.41289427626836944,-0.9080639057283189,0.1437310076171556
175,-0.9188804365419748,0.054431607307564266,-0.9332001557010028,0.4739189799206829,-0.7679069993776594,0.9920875569537054,0.4102727329254783
176,-0.9238894134083764,-0.014932455804405588,0.4832500272754822,0.8607449805719427,0.6221886823090955,0.7861176309566091,0.16846868970482773
177,-0.3006957280229964,0.8301882697837711,0.3389382801037381,0.9978979864827277,-0.7663091431167995,0.6139946296486742,0.3741307941286908
178,0.993983860620241,-0.9400822748590992,-0.9982603525748108,0.19430275079254425,0.9587681455973776,-0.5444053151579521,-0.8134859142342437
179,0.8775197772752591,-0.9632399120080184,0.9242481998745048,-0.35110373823282576,0.5337677380170168,0.6639743857938085,-0.8204081966169245
180,-0.058079535727662876,0.9912576034422076,-0.4705160492726864,-0.5901284114991285,0.30656977165862,0.9218326181347868,0.3681177097176721
181,-0.6809104359255336,0.9709976579071846,0.7778073260480812,0.0868010132020546,0.00887251365790546,-0.6285987138644722,0.616959618810957
182,0.9174865178200164,0.5455500683494754,0.9936031792819939,-0.4830433458451274,0.9919583691707492,-0.9965081835261841,0.153178626242577
183,-0.9959036852950258,0.3818821169754549,-0.7330139962079976,0.23555420871227356,0.9758032672440544,-0.44400512753080784,0.3411982234192549
184,0.023963675224901358,0.4622262907675204,-0.5051872053174754,0.8661152742635513,0.010912865979731408,-0.09775817263648336,0.18000328277278732
185,-0.11083478181600194,0.010672016788714295,0.3230094034874885,0.9424025270170258,-0.7566832511051451,-0.4330691460997786,-0.9330645045569748
186,-0.9883715150594631,-0.9186660056097312,-0.9994035404103844,0.4841774871573281,0.8468732858138699,-0.991603349117136,-0.8130406494906084
187,-0.9567749777089838,-0.7329072366523005,0.3576131876584466,-0.9130234769068536,-0.5688069614082144,-0.8350121179043763,-0.605393926429773
188,-0.32974145070950783,0.6454275547538765,0.5206140701653081,-0.7879617197214999,0.8350296606434724,-0.453235188156795,-0.4797487748599078
189,0.33228462239831696,-0.8605158670861082,-0.1589821216419105,-0.01844242803931633,0.1217918994327224,-0.7628654435634172,-0.051962607756067265
190,0.923552518212966,-0.9982870346884908,0.771084813019072,0.999811783400434,-0.8305862687428341,0.4089137270217512,0.9997095264891162
191,-0.9628149094230132,-0.8055424859890561,-0.9800072424773228,-0.3569486994443621,0.8298323549560265,0.6568012447245974,-0.7515952986534766
192,0.329873524244007,0.6181268776499732,-0.9909162250750848,-0.734427064409436,-0.6322538600521618,-0.9732554296680064,-0.4011684512686252
193,0.8629126861345479,-0.37764554840229897,-0.29797895062881485,0.2264908127885556,0.9553547883077518,0.8712875225191141,-0.5586765716201998
194,-0.4450977954084529,0.9983472177758372,0.3226372693507924,-0.25519913128184124,0.27575449146775105,-0.9481144929865184,0.8571917329089593
195,-0.009117376830835449,0.8623380172210242,-0.3440859172863637,0.9248413541775872,-0.17886457038628856,-0.5850094539816094,-0.8767991196511685
196,-0.2531125179548097,0.07167746549166212,0.9638690189582804,-0.9957131710629032,-0.6046387375224589,-0.5293113944871728,0.3474578069478462
197,-0.9991722954975274,0.06776889371263559,0.302792279302026,-0.007657383221998253,0.8780599978547862,0.8476587662035637,0.3194730073799177
198,0.5914242829619946,0.9442630599955036,0.10260445106162323,0.4818031613818741,0.6981215423666292,0.4795478116262121,0.6002370441681777
199,-0.687050219499209,0.8682987671647282,0.14927081554053304,0.2718417260016721,0.6524829685306895,-0.4955468535430151,0.04359865372320529
200,0.3618292979967717,0.7213547128668301,0.27128312469273835,-0.4842062235657655,0.9902959681699988,0.9761499274327206,-0.8315377064175821
201,-0.9338146251923248,0.6658628808373382,-0.9995671917349798,0.37317548220864855,0.9488364338869032,0.9412092152508552,-0.9411929246573142
202,-0.09116250004168512,0.8112936625737467,-0.4441343624705871,0.9570293749333584,-0.28070550430931035,-0.6616144054917845,-0.9099622774745147
203,-0.5714890073332277,-0.8562521292033256,0.975470496090924,0.8032134059207441,0.2377869223610851,-0.6666806443540068,-0.2552059533375131
204,0.9231787679673128,0.9979462143228284,0.04007839604468115,0.9392882142311718,-0.3176169441926896,0.7263084017646795,0.9456123981857529
