event_id,a10s0,a10s1,a10s2,a10s3,a10s4,a10s5,a10s6
0,0.8235909169990447,-0.950095273082208,-0.4310884875711483,0.5089758025771682,-0.9370720393218784,-0.1561095835393732,-0.17349688026936108
1,0.009159562224333864,-0.9980815934635816,-0.9896360912538086,-0.9777210567894634,0.998204563705506,0.18310070875674248,-0.7537652926402912
2,-0.9986074418442892,-0.8054262750874355,-0.9681006574874026,0.2482044787883513,0.6795185353975849,-0.926331930293904,-0.6865353250831209
3,0.9887243854087262,0.6639171911032599,-0.03945802695877396,0.8771333534305339,-0.5868537663070639,-0.4835978417662268,0.929088196883625
4,-0.5724819669240023,0.5470226322695322,0.7411970720058204,0.7877844360671215,-0.9696628804417706,-0.3781417724039024,0.6593071859192523
5,0.6994927819561435,-0.9999407644260456,-0.954269567092167,0.9451341704920504,0.4079481227783296,0.9064711232422468,0.04032973413387138
6,0.08075826947670348,-0.9636228430615038,0.4601156078555489,-0.9879360460021512,0.9816483052984148,-0.96069758118051,0.5492856856106422
7,0.7957285608819985,0.99696287533897,0.7303812782347456,0.9627160271371228,0.8253936303248095,0.9546675458712458,-0.8041550103082883
8,0.8648444306458674,-0.6610619843290347,-0.8542351454562109,0.09679569145077188,0.08464317961605237,-0.5082174795545721,-0.6086282623192514
9,-0.9035805765327241,-0.8429717841608283,0.20289709465406006,-0.8473112935304682,-0.40745432650811664,-0.7427770729789684,-0.5090556919138578
10,-0.9895777642858566,-0.6863684277765549,0.8730855917610542,0.9770323517832312,0.6961688121821673,-0.7996345746803932,-0.672516716586829
11,-0.059315243431532584,0.4966255225424264,-0.42533899526889823,0.190282542620947,0.7991223507240488,0.6695949505102236,-0.9745488229607744
12,0.9566753493098974,-0.9635774527149183,0.8814959558611704,-0.9340488168742356,0.919804764246789,-0.9250799841444628,0.8008489366685165
13,0.005955293213292272,-0.6228751339576006,-0.07751754996060309,0.02522746289262091,-0.054416477708481466,-0.1545495107819288,0.7105056198837958
14,0.997630590587864,0.15988044676583216,-0.7499493552911569,0.6474591424589959,0.6356039651732307,0.5277962013880031,-0.8281730218734071
15,-0.5026930475633178,-0.3118402718421938,0.6963577545303697,-0.8021326339204671,-0.9994418634139204,0.4074433396334935,0.6895813208254707
16,0.6742227806847301,-0.9454781341673052,0.9829983786789186,-0.9504710241425548,0.3689531177319929,0.055202147797090866,-0.14476271736344729
17,-0.9607086036456318,-0.9915038803302751,0.6629430875845422,0.4553319686460911,-0.6739221987678758,-0.9734799715196089,-0.9911489085697646
18,0.9949822108004012,0.927890810746905,-0.8633157184063761,-0.3495807884002903,-0.9921892925020978,0.960467151274218,-0.9813519253079924
19,0.3275140857887462,0.8357317078559059,0.9856367222905682,-0.9852069703838032,-0.402766240546196,-0.7670120482031076,0.9366265509016474
20,0.12817609518584588,-0.9987504303861464,-0.9066505382252052,-0.9812151869611816,0.7753533890125748,-0.9126639943092346,-0.8267547206907782
21,-0.9906691539775162,0.531680630241969,-0.98936518299432,-0.4601517497138497,0.9870780769339208,-0.9947586346195928,-0.6396155636448542
22,0.7438324682659585,-0.6224643909143939,-0.998396442689192,0.7959928857905332,0.8507508685597641,-0.7933813443163745,0.7001069154788712
23,-0.9807359180208456,0.2032553817008558,0.8327317599611774,-0.999976163187605,0.8926422585913404,0.9991714110530512,-0.09910342566231303
24,-0.9103945615383991,0.9907452037216044,-0.5090835290706879,0.953398110101586,0.4043855402005387,0.19475447207419253,0.7628767344260952
25,-0.9880346063354511,0.13584774284549564,-0.9760027326781636,-0.12135793085921698,-0.2206478395476089,-0.6244502479719539,-0.6522757358430775
26,-0.5778449351976608,0.9987577429241732,-0.9891748970822524,-0.15884282722741822,-0.35876762176339044,0.9591854662988694,0.4688188125109992
27,0.9950406451761944,-0.989153352884979,-0.924374329570516,-0.9460066187690446,-0.3517133949590065,0.9954944932235696,-0.45440715850948604
28,0.9923200621696232,0.36117685218525397,-0.8094556584374466,0.6595542939168009,0.3587341542373324,-0.5069198016923114,-0.02694873633539164
29,0.8027081242063496,-0.5538591394510252,0.9171496649359229,0.07789773073239745,-0.9551011031811741,-0.8925839948205422,-0.10401709867741224
30,0.9964964688901236,0.9983782417757064,0.19016261934480036,0.26454668530973485,-0.998179305332502,0.22440771494571665,0.9780631717651884
31,-0.5443971146913292,0.3979000191591841,-0.2831651172355677,0.6062802943436003,-0.05255687357004757,-0.9892008933277968,0.6323191194928386
32,0.33755953451994203,-0.9842500314939816,-0.9998907680619608,0.9779547206586056,-0.4335064855388446,-0.9988689543058176,-0.14551385449168314
33,0.3691329228308869,-0.4987004989918831,-0.4139952425079239,-0.8497865777799852,-0.3903055258910657,-0.9816321682922641,-0.5955712064796653
34,-0.14453714672062587,0.14448343031348265,-0.10358118343787323,-0.8716489083615225,-0.1962876374443565,-0.8316141944959439,0.1253675886252637
35,-0.28479874540421485,0.3891208924139231,-0.9903064218812732,0.2566014925946666,0.10167777987624804,0.5422690820980509,0.8117060236667365
36,-0.9215967766097571,0.20660529832615945,0.8577013300629459,-0.4786620164480398,0.4780365599768648,-0.6506533724787953,-0.9665626024940616
37,0.9995036679443776,0.5545631099156234,-0.3454132492351644,-0.2404323175289233,0.9982451155573122,-0.7683008949268869,-0.31046338993604045
38,0.8028486498545018,-0.06477968148612287,-0.69034715263947,0.941225351656224,0.77255106745386,-0.3225025625661876,0.3924699731293465
39,0.9630852378001212,0.3595980034736416,0.9046416142454399,0.01018695039459437,0.7992540037027498,0.13611035166137328,0.9276210828286728
40,0.3508583776429298,0.4352279932577416,-0.3661828559325975,0.5563007340787754,-0.8451841749281055,-0.6919803474262398,0.3349220289442761
41,0.14079179477418471,0.057048869681304334,0.7751221026327585,0.975099186060545,0.8695708913934176,0.09754969060068312,-0.32268213018259473
42,-0.5847422779660749,-0.9772937308213828,-0.0166665692262846,0.39704348785255184,-0.4086774723101061,-0.6861492100330289,0.9993679695621569
43,0.8726075807216594,0.96419479038886,0.7389689762776409,0.6547037624306145,0.9460834300790492,-0.9289762816212505,0.6171428806698332
44,0.8684989161120784,-0.5165940055552337,0.8372902344881985,0.22803779353141165,-0.8949744253259094,0.9964356927995168,0.7896695445269886
45,0.8968555046160583,-0.923516324836795,-0.6402334537897256,-0.7681110398411004,0.6044201423286011,0.8162358085522115,0.6234493928560999
46,0.8533741050053038,-0.6938281558241428,0.4532163293315618,-0.9774591835279198,0.9999309758479794,0.18614745238556624,0.21175494477303586
47,0.9434392394449737,0.2635037137878274,0.9324908928998754,0.4968302012170624,0.4987622920342463,0.9855245575503372,0.9039394521939798
48,-0.9671425235385012,0.9654096189187932,-0.418236860643573,0.9876748279345108,0.9135484057495912,-0.8995133990597283,0.4647763971134602
49,-0.9852089392441504,0.010626810842474212,-0.9825092079277796,-0.8687547098548658,0.9561519206133496,0.9690357721187188,0.99992335382231
50,0.1574144428616314,0.8718436085843155,-0.20863648482312092,0.6745748892254929,0.9421988295598048,-0.28953472424284177,0.988430413234034
51,0.4406035950216423,0.07286816385134906,-0.46769580997522203,0.5920287762677701,0.5960006801876014,-0.9652667386205341,0.5318542666170869
52,0.8443174056219482,0.7262971820612312,0.6704189708836314,-0.9998918648344902,0.3308522224153892,0.04573819177780617,-0.3581216522632508
53,0.6384087939344292,8.328663254507737e-05,-0.6869505431843178,-0.9765211745918476,0.6911925443145249,0.6821321772896707,-0.9197541912897929
54,0.98805674164891,-0.3872898215637445,0.6293003298160689,-0.9870933090268464,-0.8539068457497616,0.985068180164734,-0.9667264624384998
55,0.9977880234590476,0.3693983694512922,-0.8070100384352037,0.16437901148844414,-0.8935163180679112,-0.6313353711807553,-0.3232412891613218
56,0.29600807585987793,0.9264029801735104,-0.9959531405848034,-0.3995985636550806,0.9926659588869964,0.6687236357220699,-0.4317708107955356
57,0.01501950567136921,0.4949625739785524,-0.27554983606259004,0.7593290818528977,0.982487973608702,-0.30962457335995885,-0.9940478681157379
58,-0.5869978723114777,0.9426589100391348,-0.8757747059858619,-0.7968890786892562,-0.5880385970321405,0.917698534015071,0.9575873946997422
59,-0.9997778985956804,-0.2159963681582309,0.4964286535625278,-0.8135686707529881,0.8306710555460135,-0.9195709586705616,-0.996297822622948
60,-0.832081264630198,-0.9979610301103672,0.32830093349932865,-0.669522211846473,0.5626871255181893,0.7767871616761528,-0.6779035938215827
61,-0.8491304850244581,-0.9983787818577384,0.1444633417415109,-0.8273952999283525,0.9978743189541904,0.3009942165665081,-0.5988156601679149
62,-0.9612531587415228,-0.4882378167921592,-0.6657386417709285,0.926475927719818,0.4776178220728846,0.9432955597198696,0.0036167723320991905
63,0.9353007151153471,0.9995829388910404,-0.7873847347481607,-0.05858666241847973,0.16080795728450292,0.9495569271043786,0.8298704612780377
64,0.6801052224101134,0.9919870507339686,0.5038568193185129,0.8267251434125404,0.7522328335842837,-0.9961565023303804,0.4240216783480431
65,-0.6944918022773661,0.2505221818729706,-0.9547558265788352,-0.25647401214500976,-0.34486234480864153,0.4116087058972692,-0.9325143757829076
66,-0.955123278288002,0.8005759505214454,0.2711372655421087,0.9487412212311452,-0.8605858010712675,-0.901533682633068,0.2915695837639017
67,-0.9993949167294804,0.15792639046172366,0.93283939548437,0.02654467057246852,0.2699951754136761,0.17338530140497818,0.6733369357285044
68,0.7383254229660214,0.5439786527143833,-0.8446784751611786,-0.8510634636646371,-0.7565684362398699,0.6385856321800005,-0.1964756510768864
69,0.4991469149831,0.8664835104260542,0.1670075021469891,0.2636938783555664,0.4460007908123658,0.2824600439862073,-0.5756250567504971
70,0.4837600537653257,0.013781056153524622,-0.9814358596124332,0.9016505256127963,-0.9656674824651073,0.3743464816144336,-0.8385795979412052
71,-0.5644122651421857,-0.8685274196599226,-0.6838104880719489,-0.8014055513242991,0.7821589731632097,0.9114501126496972,0.8812928226661189
72,0.3963827642675121,0.998549611458436,-0.7413756218199825,0.9187999959114188,-0.7624619282458198,-0.707386119288843,-0.9092854021567224
73,0.4807549654692078,0.23556733509864436,0.9867052462616854,0.999584320401707,-0.7794003867778434,0.9391505242882467,-0.10059029145190006
74,-0.10628765613440544,-0.9850583405333946,0.660415253015177,-0.987146170548586,-0.9769512398020392,0.9287721024821864,0.04656905115762827
75,-0.5856436804811322,-0.7381618071330791,0.4390532635846206,-0.5307614255794708,-0.8107420777699056,-0.8504433034088744,0.7306998121832279
76,-0.9888834701688168,-0.9171648492915091,-0.9995568841223019,0.4804813788821482,0.8445476305210396,-0.9910445469857609,-0.8111777549992535
77,-0.9622103681981504,-0.8917752483947624,-0.25997067960406417,0.9972013873436604,0.002221341896028349,0.8563520591439118,0.7176013213852835
78,-0.796138062542479,0.182764531179822,0.9999993613521306,0.3437067771038599,0.968292057009542,-0.7994361313227281,-0.552677469814525
79,-0.18319600089741334,0.9918555442170544,0.9681978900750832,-0.5697035768882368,-0.9991655079163764,-0.5944260544857375,0.9893726978775541
80,-0.948221912610874,-0.3387297831751776,-0.9638454989751044,-0.9324162791180296,-0.0006808346121042716,-0.970760066026856,0.7759766653873601
81,0.9756639150984616,-0.5908698014214258,0.9512275926930952,0.05995604153835238,-0.024615175883480785,-0.7990023224757836,-0.9983679191497912
82,-0.9040031445969808,0.9880282466870198,0.9995328506066048,-0.07089014949301572,-0.8684211035506509,-0.34204367326978,-0.2950077262790565
83,-0.3923183874381312,0.6241177684964568,0.5836888499185612,-0.8492423432820609,-0.7604896397039348,0.6001940066187346,-0.8145969250593215
84,-0.06683606437274107,0.9477325653242864,0.7321438236847403,0.8137095164011476,-0.6649993297503101,0.3104635406311658,0.4476903478758971
85,-0.7564619493330476,0.8925644166216793,-0.32010994692758793,-0.7004248401457402,-0.1922894090351052,0.7052624387306529,-0.9030020737842254
86,-0.9975218447519548,0.7104577887974557,0.8229545344449389,-0.9992798252297022,-0.4570467596328073,-0.45829669159676,0.9570440278173902
87,0.5577751808562406,-0.9674757549637081,-0.497518543395535,-0.3318909702053136,-0.20089519550287074,-0.9278398862502322,0.1873963405712442
88,-0.8137745611354048,-0.8540843685408881,-0.02036993987986956,-0.422680854644805,-0.8326750471163844,-0.9911286229956716,0.9356689611173834
89,-0.9085411727648418,0.7598994807236226,-0.15249586463558434,-0.2302739735156101,-0.920806771891666,-0.9413282565726218,0.9346562245993064
90,-0.07326295002141937,0.14354768400395912,-0.7048306192166154,0.26349253230306674,0.9433458368932444,0.1629239566534568,0.7564600723182558
